gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed
mens,2018-03-14,0,1,0.045863755,0.0102665505,0.0028558161,0.0003162053,3.9482929E-005,6.795834E-006,1,219,Pennsylvania,75.55,Midwest,16
mens,2018-03-14,0,1,0.1064325664,0.022932787,0.0024869512,0.000199942,3.2924462E-005,6.793132E-006,1,2617,Stephen F. Austin,74.78,East,14
mens,2018-03-14,0,1,0.0909205878,0.0147060272,0.0011967967,0.0002281818,3.4313293E-005,6.516827E-006,1,276,Marshall,75.58,East,13
mens,2018-03-14,0,1,0.0929551274,0.0200652264,0.0025200331,0.0002752773,4.4883241E-005,5.70173E-006,1,2750,Wright State,74.31,South,14
mens,2018-03-14,0,1,0.0419384764,0.0107215539,0.0011499723,0.0001704393,1.9431094E-005,3.078355E-006,1,314,Iona,74.79,Midwest,15
mens,2018-03-14,0,1,0.0352299172,0.0068634864,0.0007350697,8.4268707E-005,9.024603E-006,9.57339E-007,1,288,Lipscomb,72.45,West,15
mens,2018-03-14,1,1,0.0167359532,0.0025811698,0.0002592565,2.8566633E-005,2.461842E-006,2.78202E-007,1,2515,Radford,71.64,East,16
mens,2018-03-14,0,1,0.0214605147,0.0033505658,0.0003240745,3.1534364E-005,3.323902E-006,2.75117E-007,1,2378,Maryland-Baltimore County,71.36,South,16
mens,2018-03-14,0,1,0.0224894716,0.0021194211,0.0002192573,1.0503423E-005,9.77561E-007,1.18807E-007,1,2239,Cal State Fullerton,71.88,East,15
mens,2018-03-14,1,1,0.0272030234,0.0026204487,0.0001770741,1.365226E-005,1.195479E-006,1.04346E-007,1,2640,Texas Southern,69.4,West,16
